site_seq,sitecode,site,year,sample_date,sample_id,code,samp_pt_name,lab,lab_id,method,method_name,parameter,concentration,units,lab_qualifier,qualifier,qual_description,rl,mdl,prep_method,dilution_factor,cas_no,conc_ugg,conc_ngg,rl_ugg,rl_ngg
76071,CBHRHR,HARASEEKET RIVER,2007,2007-10-22,CBHRHR REP 1,CBHRHR_REP_1_2007_2,REP 1,AXYS ANALYTICAL SERVICES,L10702-45 L (A),SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,83.786,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.083786,83.786,NA,NA
76071,CBHRHR,HARASEEKET RIVER,2007,2007-10-22,CBHRHR REP 1,CBHRHR_REP_1_2007_2,REP 1,AXYS ANALYTICAL SERVICES,L10702-45,MLA-007-E2,AXYS INTERNAL METHOD FOR PESTICIDES,TOTAL PESTICIDES21-H,11.23125,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14296,0.01123125,11.23125,NA,NA
76071,CBHRHR,HARASEEKET RIVER,2007,2007-10-22,CBHRHR REP 1,CBHRHR_REP_1_2007_2,REP 1,AXYS ANALYTICAL SERVICES,L10702-45,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",PCB TOTAL TEQ (ND=1/2 DL),0.835,PG/G,NA,NA,NA,NA,NA,E1668A,1,DEP14138,8.349999999999999e-7,8.35e-4,NA,NA
76071,CBHRHR,HARASEEKET RIVER,2007,2007-10-22,CBHRHR REP 1,CBHRHR_REP_1_2007_2,REP 1,AXYS ANALYTICAL SERVICES,L10702-45,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,27563.384,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.027563383999999996,27.563384,NA,NA
76071,CBHRHR,HARASEEKET RIVER,2007,2007-10-22,CBHRHR REP 2,CBHRHR_REP_2_2007_2,REP 2,AXYS ANALYTICAL SERVICES,L10702-46,MLA-007-E2,AXYS INTERNAL METHOD FOR PESTICIDES,TOTAL PESTICIDES21-H,10.2238,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14296,0.010223800000000002,10.2238,NA,NA
76071,CBHRHR,HARASEEKET RIVER,2007,2007-10-22,CBHRHR REP 2,CBHRHR_REP_2_2007_2,REP 2,AXYS ANALYTICAL SERVICES,L10702-46,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",PCB TOTAL TEQ (ND=1/2 DL),0.752,PG/G,NA,NA,NA,NA,NA,E1668A,1,DEP14138,7.52e-7,7.520000000000001e-4,NA,NA
76071,CBHRHR,HARASEEKET RIVER,2007,2007-10-22,CBHRHR REP 2,CBHRHR_REP_2_2007_2,REP 2,AXYS ANALYTICAL SERVICES,L10702-46 L,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,79.8925,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.0798925,79.8925,NA,NA
76071,CBHRHR,HARASEEKET RIVER,2007,2007-10-22,CBHRHR REP 2,CBHRHR_REP_2_2007_2,REP 2,AXYS ANALYTICAL SERVICES,L10702-46,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,26560.9255,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.0265609255,26.560925500000003,NA,NA
76071,CBHRHR,HARASEEKET RIVER,2007,2007-10-22,CBHRHR REP 3,CBHRHR_REP_3_2007_2,REP 3,AXYS ANALYTICAL SERVICES,L10702-47,MLA-007-E2,AXYS INTERNAL METHOD FOR PESTICIDES,TOTAL PESTICIDES21-H,10.27955,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14296,0.01027955,10.27955,NA,NA
76071,CBHRHR,HARASEEKET RIVER,2007,2007-10-22,CBHRHR REP 3,CBHRHR_REP_3_2007_2,REP 3,AXYS ANALYTICAL SERVICES,L10702-47,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",PCB TOTAL TEQ (ND=1/2 DL),0.856,PG/G,NA,NA,NA,NA,NA,E1668A,1,DEP14138,8.559999999999999e-7,8.56e-4,NA,NA
76071,CBHRHR,HARASEEKET RIVER,2007,2007-10-22,CBHRHR REP 3,CBHRHR_REP_3_2007_2,REP 3,AXYS ANALYTICAL SERVICES,L10702-47 L,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,92.2805,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.0922805,92.2805,NA,NA
76071,CBHRHR,HARASEEKET RIVER,2007,2007-10-22,CBHRHR REP 3,CBHRHR_REP_3_2007_2,REP 3,AXYS ANALYTICAL SERVICES,L10702-47,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,26929.3575,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.026929357499999997,26.9293575,NA,NA
76071,CBHRHR,HARASEEKET RIVER,2007,2007-10-22,CBHRHR REP 4,CBHRHR_REP_4_2007_2,REP 4,AXYS ANALYTICAL SERVICES,L10702-48,MLA-007-E2,AXYS INTERNAL METHOD FOR PESTICIDES,TOTAL PESTICIDES21-H,9.47205,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14296,0.00947205,9.47205,NA,NA
76071,CBHRHR,HARASEEKET RIVER,2007,2007-10-22,CBHRHR REP 4,CBHRHR_REP_4_2007_2,REP 4,AXYS ANALYTICAL SERVICES,L10702-48 L,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,85.9905,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.0859905,85.9905,NA,NA
76071,CBHRHR,HARASEEKET RIVER,2007,2007-10-22,CBHRHR REP 4,CBHRHR_REP_4_2007_2,REP 4,AXYS ANALYTICAL SERVICES,L10702-48 I (A),E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",PCB TOTAL TEQ (ND=1/2 DL),1.14,PG/G,NA,NA,NA,NA,NA,E1668A,1,DEP14138,1.1399999999999999e-6,0.00114,NA,NA
76071,CBHRHR,HARASEEKET RIVER,2007,2007-10-22,CBHRHR REP 4,CBHRHR_REP_4_2007_2,REP 4,AXYS ANALYTICAL SERVICES,L10702-48 I (A),E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,27477.219,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.027477219,27.477219,NA,NA
82251,CBMBBR,MAQUOIT BAY,2009,2009-09-28,CBMBBR REP 1,CBMBBR_REP_1_2009_3,REP 1,AXYS ANALYTICAL SERVICES,L13939-25,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH-H,364.9486,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14284,0.3649486,364.9486,NA,NA
82251,CBMBBR,MAQUOIT BAY,2009,2009-09-28,CBMBBR REP 1,CBMBBR_REP_1_2009_3,REP 1,AXYS ANALYTICAL SERVICES,L13939-25,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,29.7274,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.0297274,29.7274,NA,NA
82251,CBMBBR,MAQUOIT BAY,2009,2009-09-28,CBMBBR REP 1,CBMBBR_REP_1_2009_3,REP 1,AXYS ANALYTICAL SERVICES,L13939-25,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH24-H,67.8974,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14290,0.06789740000000001,67.8974,NA,NA
82251,CBMBBR,MAQUOIT BAY,2009,2009-09-28,CBMBBR REP 1,CBMBBR_REP_1_2009_3,REP 1,AXYS ANALYTICAL SERVICES,L13939-25,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH40-H,293.62775,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14293,0.29362775,293.62775,NA,NA
82251,CBMBBR,MAQUOIT BAY,2009,2009-09-28,CBMBBR REP 1,CBMBBR_REP_1_2009_3,REP 1,AXYS ANALYTICAL SERVICES,L13939-25,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,15627.6265,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.0156276265,15.6276265,NA,NA
82251,CBMBBR,MAQUOIT BAY,2009,2009-09-28,CBMBBR REP 1,CBMBBR_REP_1_2009_3,REP 1,AXYS ANALYTICAL SERVICES,L13939-25,CALCULATED WHO2005,WORLD HEALTH ORGANIZATION'S 2005 PROJECT FOR THE RE-EVALUATION OF HUMAN AND MAMMALIAN TOXIC EQUIVALENCY FACTORS (TEFS) OF DIOXINS AND DIOXIN-LIKE COMPOUNDS,PCB TOTAL TEQ (ND=1/2 DL),0.193,PG/G,NA,NA,NA,NA,NA,E1668A,1,DEP14138,1.93e-7,1.93e-4,NA,NA
82251,CBMBBR,MAQUOIT BAY,2009,2009-09-28,CBMBBR REP 2,CBMBBR_REP_2_2009_3,REP 2,AXYS ANALYTICAL SERVICES,L13939-26,CALCULATED WHO2005,WORLD HEALTH ORGANIZATION'S 2005 PROJECT FOR THE RE-EVALUATION OF HUMAN AND MAMMALIAN TOXIC EQUIVALENCY FACTORS (TEFS) OF DIOXINS AND DIOXIN-LIKE COMPOUNDS,PCB TOTAL TEQ (ND=1/2 DL),0.613,PG/G,NA,NA,NA,NA,NA,E1668A,1,DEP14138,6.13e-7,6.13e-4,NA,NA
82251,CBMBBR,MAQUOIT BAY,2009,2009-09-28,CBMBBR REP 1,CBMBBR_REP_1_2009_3,REP 1,AXYS ANALYTICAL SERVICES,L13939-25  (A),MLA-035,AXYS INTERNAL METHOD FOR ANALYSIS OF MULTI-RESIDUE PESTICIDES BY HRGC/HRMS.  BASED ON EPA 1699.,TOTAL PESTICIDES21-H,7.06125,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14296,0.007061250000000001,7.06125,NA,NA
82251,CBMBBR,MAQUOIT BAY,2009,2009-09-28,CBMBBR REP 2,CBMBBR_REP_2_2009_3,REP 2,AXYS ANALYTICAL SERVICES,L13939-26,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH-H,477.51255,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14284,0.47751255,477.51255,NA,NA
82251,CBMBBR,MAQUOIT BAY,2009,2009-09-28,CBMBBR REP 2,CBMBBR_REP_2_2009_3,REP 2,AXYS ANALYTICAL SERVICES,L13939-26,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,33.55755,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.03355755,33.55755,NA,NA
82251,CBMBBR,MAQUOIT BAY,2009,2009-09-28,CBMBBR REP 2,CBMBBR_REP_2_2009_3,REP 2,AXYS ANALYTICAL SERVICES,L13939-26,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,17664.8905,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.017664890500000002,17.664890500000002,NA,NA
82251,CBMBBR,MAQUOIT BAY,2009,2009-09-28,CBMBBR REP 2,CBMBBR_REP_2_2009_3,REP 2,AXYS ANALYTICAL SERVICES,L13939-26,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH24-H,49.17755,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14290,0.04917755,49.17755,NA,NA
82251,CBMBBR,MAQUOIT BAY,2009,2009-09-28,CBMBBR REP 2,CBMBBR_REP_2_2009_3,REP 2,AXYS ANALYTICAL SERVICES,L13939-26,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH40-H,389.36555,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14293,0.38936555,389.36555,NA,NA
82251,CBMBBR,MAQUOIT BAY,2009,2009-09-28,CBMBBR REP 3,CBMBBR_REP_3_2009_3,REP 3,AXYS ANALYTICAL SERVICES,L13939-27  (A),CALCULATED WHO2005,WORLD HEALTH ORGANIZATION'S 2005 PROJECT FOR THE RE-EVALUATION OF HUMAN AND MAMMALIAN TOXIC EQUIVALENCY FACTORS (TEFS) OF DIOXINS AND DIOXIN-LIKE COMPOUNDS,PCB TOTAL TEQ (ND=1/2 DL),0.665,PG/G,NA,NA,NA,NA,NA,E1668A,1,DEP14138,6.65e-7,6.65e-4,NA,NA
82251,CBMBBR,MAQUOIT BAY,2009,2009-09-28,CBMBBR REP 2,CBMBBR_REP_2_2009_3,REP 2,AXYS ANALYTICAL SERVICES,L13939-26,MLA-035,AXYS INTERNAL METHOD FOR ANALYSIS OF MULTI-RESIDUE PESTICIDES BY HRGC/HRMS.  BASED ON EPA 1699.,TOTAL PESTICIDES21-H,7.67125,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14296,0.00767125,7.67125,NA,NA
82251,CBMBBR,MAQUOIT BAY,2009,2009-09-28,CBMBBR REP 3,CBMBBR_REP_3_2009_3,REP 3,AXYS ANALYTICAL SERVICES,L13939-27  (A),E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,17251.0715,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.017251071499999996,17.2510715,NA,NA
82251,CBMBBR,MAQUOIT BAY,2009,2009-09-28,CBMBBR REP 3,CBMBBR_REP_3_2009_3,REP 3,AXYS ANALYTICAL SERVICES,L13939-27,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH-H,387.60195,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14284,0.38760195,387.60195,NA,NA
82251,CBMBBR,MAQUOIT BAY,2009,2009-09-28,CBMBBR REP 3,CBMBBR_REP_3_2009_3,REP 3,AXYS ANALYTICAL SERVICES,L13939-27,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,36.33295,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.036332949999999996,36.33295,NA,NA
82251,CBMBBR,MAQUOIT BAY,2009,2009-09-28,CBMBBR REP 3,CBMBBR_REP_3_2009_3,REP 3,AXYS ANALYTICAL SERVICES,L13939-27,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH24-H,51.73295,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14290,0.05173295000000001,51.73295,NA,NA
82251,CBMBBR,MAQUOIT BAY,2009,2009-09-28,CBMBBR REP 3,CBMBBR_REP_3_2009_3,REP 3,AXYS ANALYTICAL SERVICES,L13939-27,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH40-H,316.38195,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14293,0.31638195,316.38195,NA,NA
82251,CBMBBR,MAQUOIT BAY,2009,2009-09-28,CBMBBR REP 3,CBMBBR_REP_3_2009_3,REP 3,AXYS ANALYTICAL SERVICES,L13939-27,MLA-035,AXYS INTERNAL METHOD FOR ANALYSIS OF MULTI-RESIDUE PESTICIDES BY HRGC/HRMS.  BASED ON EPA 1699.,TOTAL PESTICIDES21-H,8.8819,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14296,0.0088819,8.8819,NA,NA
82251,CBMBBR,MAQUOIT BAY,2009,2009-09-28,CBMBBR REP 4,CBMBBR_REP_4_2009_3,REP 4,AXYS ANALYTICAL SERVICES,L13939-28 RI,CALCULATED WHO2005,WORLD HEALTH ORGANIZATION'S 2005 PROJECT FOR THE RE-EVALUATION OF HUMAN AND MAMMALIAN TOXIC EQUIVALENCY FACTORS (TEFS) OF DIOXINS AND DIOXIN-LIKE COMPOUNDS,PCB TOTAL TEQ (ND=1/2 DL),0.623,PG/G,NA,NA,NA,NA,NA,E1668A,1,DEP14138,6.23e-7,6.23e-4,NA,NA
82251,CBMBBR,MAQUOIT BAY,2009,2009-09-28,CBMBBR REP 4,CBMBBR_REP_4_2009_3,REP 4,AXYS ANALYTICAL SERVICES,L13939-28 RI,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,17368.7325,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.017368732499999998,17.3687325,NA,NA
82251,CBMBBR,MAQUOIT BAY,2009,2009-09-28,CBMBBR REP 4,CBMBBR_REP_4_2009_3,REP 4,AXYS ANALYTICAL SERVICES,L13939-28,MLA-035,AXYS INTERNAL METHOD FOR ANALYSIS OF MULTI-RESIDUE PESTICIDES BY HRGC/HRMS.  BASED ON EPA 1699.,TOTAL PESTICIDES21-H,7.6636,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14296,0.0076636,7.6636,NA,NA
82251,CBMBBR,MAQUOIT BAY,2009,2009-09-28,CBMBBR REP 4,CBMBBR_REP_4_2009_3,REP 4,AXYS ANALYTICAL SERVICES,L13939-28,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH-H,308.53315,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14284,0.30853315,308.53315,NA,NA
82251,CBMBBR,MAQUOIT BAY,2009,2009-09-28,CBMBBR REP 4,CBMBBR_REP_4_2009_3,REP 4,AXYS ANALYTICAL SERVICES,L13939-28,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,35.40865,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.03540865,35.40865,NA,NA
82251,CBMBBR,MAQUOIT BAY,2009,2009-09-28,CBMBBR REP 4,CBMBBR_REP_4_2009_3,REP 4,AXYS ANALYTICAL SERVICES,L13939-28,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH24-H,50.07865,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14290,0.05007865,50.07865,NA,NA
82251,CBMBBR,MAQUOIT BAY,2009,2009-09-28,CBMBBR REP 4,CBMBBR_REP_4_2009_3,REP 4,AXYS ANALYTICAL SERVICES,L13939-28,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH40-H,260.17515,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14293,0.26017514999999997,260.17515,NA,NA
76076,CBMBBH,BRUNSWICK MARE BROOK DRAINAGE,2007,2007-11-05,CBMBBH REP 1,CBMBBH_REP_1_2007_4,REP 1,AXYS ANALYTICAL SERVICES,L10702-29,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",PCB TOTAL TEQ (ND=1/2 DL),1.12,PG/G,NA,NA,NA,NA,NA,E1668A,1,DEP14138,1.12e-6,0.0011200000000000001,NA,NA
76076,CBMBBH,BRUNSWICK MARE BROOK DRAINAGE,2007,2007-11-05,CBMBBH REP 1,CBMBBH_REP_1_2007_4,REP 1,AXYS ANALYTICAL SERVICES,L10702-29,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,32600.49,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.03260049,32.60049,NA,NA
76076,CBMBBH,BRUNSWICK MARE BROOK DRAINAGE,2007,2007-11-05,CBMBBH REP 1,CBMBBH_REP_1_2007_4,REP 1,AXYS ANALYTICAL SERVICES,L10702-29,MLA-007-E1,AXYS INTERNAL METHOD FOR DETERMINATION OF ORGANOCHLORINE PESTICIDES IN WATER BY CAPILLARY GAS CHROMATOGRAPHY,TOTAL PESTICIDES21-H,9.09535,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14296,0.00909535,9.09535,NA,NA
76076,CBMBBH,BRUNSWICK MARE BROOK DRAINAGE,2007,2007-11-05,CBMBBH REP 2,CBMBBH_REP_2_2007_4,REP 2,AXYS ANALYTICAL SERVICES,L10702-30,MLA-007-E1,AXYS INTERNAL METHOD FOR DETERMINATION OF ORGANOCHLORINE PESTICIDES IN WATER BY CAPILLARY GAS CHROMATOGRAPHY,TOTAL PESTICIDES21-H,9.62015,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14296,0.009620150000000001,9.62015,NA,NA
76076,CBMBBH,BRUNSWICK MARE BROOK DRAINAGE,2007,2007-11-05,CBMBBH REP 1,CBMBBH_REP_1_2007_4,REP 1,AXYS ANALYTICAL SERVICES,L10702-29,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,64.9015,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.0649015,64.9015,NA,NA
76076,CBMBBH,BRUNSWICK MARE BROOK DRAINAGE,2007,2007-11-05,CBMBBH REP 2,CBMBBH_REP_2_2007_4,REP 2,AXYS ANALYTICAL SERVICES,L10702-30,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,61.179,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.061179000000000004,61.179,NA,NA
76076,CBMBBH,BRUNSWICK MARE BROOK DRAINAGE,2007,2007-11-05,CBMBBH REP 2,CBMBBH_REP_2_2007_4,REP 2,AXYS ANALYTICAL SERVICES,L10702-30,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",PCB TOTAL TEQ (ND=1/2 DL),1.07,PG/G,NA,NA,NA,NA,NA,E1668A,1,DEP14138,1.07e-6,0.00107,NA,NA
76076,CBMBBH,BRUNSWICK MARE BROOK DRAINAGE,2007,2007-11-05,CBMBBH REP 2,CBMBBH_REP_2_2007_4,REP 2,AXYS ANALYTICAL SERVICES,L10702-30,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,31087.7145,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.031087714499999995,31.0877145,NA,NA
76076,CBMBBH,BRUNSWICK MARE BROOK DRAINAGE,2007,2007-11-05,CBMBBH REP 3,CBMBBH_REP_3_2007_4,REP 3,AXYS ANALYTICAL SERVICES,L10702-31,MLA-007-E2,AXYS INTERNAL METHOD FOR PESTICIDES,TOTAL PESTICIDES21-H,0.4172,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14296,4.172e-4,0.4172,NA,NA
76076,CBMBBH,BRUNSWICK MARE BROOK DRAINAGE,2007,2007-11-05,CBMBBH REP 3,CBMBBH_REP_3_2007_4,REP 3,AXYS ANALYTICAL SERVICES,L10702-31,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,66.768,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.06676800000000001,66.768,NA,NA
76076,CBMBBH,BRUNSWICK MARE BROOK DRAINAGE,2007,2007-11-05,CBMBBH REP 3,CBMBBH_REP_3_2007_4,REP 3,AXYS ANALYTICAL SERVICES,L10702-31,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",PCB TOTAL TEQ (ND=1/2 DL),1.2,PG/G,NA,NA,NA,NA,NA,E1668A,1,DEP14138,1.2e-6,0.0012,NA,NA
76076,CBMBBH,BRUNSWICK MARE BROOK DRAINAGE,2007,2007-11-05,CBMBBH REP 3,CBMBBH_REP_3_2007_4,REP 3,AXYS ANALYTICAL SERVICES,L10702-31,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,30854.787,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.030854786999999998,30.854787,NA,NA
